f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
203.7418,392.1599999999998,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.3495,44.092,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000002,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-8fdee46_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000002,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-8fdee46_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000002,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-8fdee46_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000002,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-8fdee46_primitive
159.2102,303.5455999999999,880.2257999999999,922.4704,1124.0,3296.0,5914.0,5024.0,18.0,44.0,92.0,116.0,140.0,412.0,650.0,556.0,11.149599999999998,32.1492,57.59940000000001,60.41479999999999,2.5921000000000003,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,120.0,1.5876,5.518800000000001,6.400800000000001,7.56,0.0,-10.98,-4.939999999999999,-11.079999999999998,0.0,30.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,28.0,0.0,3.1800000000000006,3.74,4.080000000000001,qmof-aa59780_primitive
159.2102,303.5455999999999,880.2257999999999,922.4704,1124.0,3296.0,5914.0,5024.0,18.0,44.0,92.0,116.0,140.0,412.0,650.0,556.0,11.149599999999998,32.1492,57.59940000000001,60.41479999999999,2.5921000000000003,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,120.0,1.5876,5.518800000000001,6.400800000000001,7.56,0.0,-10.98,-4.939999999999999,-11.079999999999998,0.0,30.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,28.0,0.0,3.1800000000000006,3.74,4.080000000000001,qmof-aa59780_primitive
170.61699999999996,339.2579999999999,735.0028,994.7611999999996,2698.0,5928.0,7744.0,10034.0,20.0,48.0,84.0,126.0,132.0,348.0,528.0,690.0,13.5636,35.216,57.01319999999998,81.07500000000003,2.7225,27.72,25.245,58.7235,900.0,1170.0,1080.0,2490.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,155.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.816200000000002,0.0,-8.55,-5.4,-15.790000000000004,0.0,111.0,144.0,277.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,29.0,0.0,2.8800000000000003,3.24,6.700000000000001,qmof-9e703ad_primitive
170.61699999999996,339.2579999999999,735.0028,994.7611999999996,2698.0,5928.0,7744.0,10034.0,20.0,48.0,84.0,126.0,132.0,348.0,528.0,690.0,13.5636,35.216,57.01319999999998,81.07500000000003,2.7225,27.72,25.245,58.7235,900.0,1170.0,1080.0,2490.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,155.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.816200000000002,0.0,-8.55,-5.4,-15.790000000000004,0.0,111.0,144.0,277.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,29.0,0.0,2.8800000000000003,3.24,6.700000000000001,qmof-9e703ad_primitive
170.61699999999996,313.24799999999993,672.9867999999999,916.6079999999994,2698.0,5784.0,7408.0,8352.0,20.0,44.0,76.0,112.0,120.0,308.0,428.0,512.0,13.5636,32.8444,52.3932,69.50880000000004,2.7225,27.719999999999995,25.245,59.30099999999999,900.0,1170.0,1080.0,2520.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,150.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.790000000000004,0.0,-8.55,-5.4,-16.14,0.0,111.0,144.0,276.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,30.0,0.0,2.8800000000000003,3.24,6.720000000000001,qmof-80b98b7_primitive
170.61699999999996,313.24799999999993,672.9867999999999,916.6079999999994,2698.0,5784.0,7408.0,8352.0,20.0,44.0,76.0,112.0,120.0,308.0,428.0,512.0,13.5636,32.8444,52.3932,69.50880000000004,2.7225,27.719999999999995,25.245,56.463,900.0,1170.0,1080.0,3120.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.855500000000005,0.0,-8.55,-5.4,-14.42,0.0,111.0,144.0,256.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,32.0,0.0,2.8800000000000003,3.24,6.670000000000001,qmof-64fdb56_primitive
203.7418,392.1599999999998,843.6659999999999,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.09200000000001,76.77600000000004,102.5796,2.7225,22.704,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,100.0,1.7161000000000004,3.8252,8.174400000000004,11.6328,0.0,-7.159999999999998,-2.7,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,23.0,0.0,2.3200000000000003,1.6200000000000006,6.840000000000002,qmof-684f362_primitive
203.7418,392.1599999999998,843.6659999999999,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.5796,2.7225,22.704,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,100.0,1.7161000000000004,3.8252,8.174400000000004,11.6328,0.0,-7.159999999999998,-2.7,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,23.0,0.0,2.3200000000000003,1.6200000000000006,6.840000000000002,qmof-684f362_primitive
149.27949999999998,285.15040000000005,641.48,856.8199999999998,5624.0,10776.0,15412.0,8976.0,19.0,42.0,78.0,106.0,130.0,386.0,534.0,424.0,14.516100000000002,36.9124,62.900000000000006,68.94720000000001,2.8561,30.4876,28.713100000000004,64.6425,2304.0,2472.0,4032.0,3672.0,1.0,5.5,7.0,13.5,30.5,80.5,130.5,155.0,2.1904,6.3714,9.028,13.297799999999995,0.0,-8.745000000000001,-5.1599999999999975,-15.435,0.0,212.5,252.0,571.5,0.0,0.0,0.0,0.0,0.0,16.0,15.5,47.0,0.0,3.835,4.26,10.995,qmof-14d7a6e_primitive
149.27949999999998,285.15040000000005,641.48,856.8199999999998,5624.0,10776.0,15412.0,8976.0,19.0,42.0,78.0,106.0,130.0,386.0,534.0,424.0,14.516100000000002,36.9124,62.900000000000006,68.94720000000001,2.8561,30.4876,28.713100000000004,64.6425,2304.0,2472.0,4032.0,3672.0,1.0,5.5,7.0,13.5,30.5,80.5,130.5,155.0,2.1904,6.3714,9.028,13.297799999999995,0.0,-8.745000000000001,-5.1599999999999975,-15.435,0.0,212.5,252.0,571.5,0.0,0.0,0.0,0.0,0.0,16.0,15.5,47.0,0.0,3.835,4.26,10.995,qmof-14d7a6e_primitive
149.27949999999998,285.15040000000005,641.48,856.8199999999998,5624.0,10776.0,15412.0,8976.0,19.0,42.0,78.0,106.0,130.0,386.0,534.0,424.0,14.5161,36.9124,62.900000000000006,68.94720000000001,2.8561,30.4876,28.713100000000004,64.6425,2304.0,2472.0,4032.0,3672.0,1.0,5.5,7.0,13.5,30.5,80.5,130.5,155.0,2.1904,6.3714,9.028,13.297799999999995,0.0,-8.745000000000001,-5.1599999999999975,-15.435,0.0,212.5,252.0,571.5,0.0,0.0,0.0,0.0,0.0,16.0,15.5,47.0,0.0,3.835,4.26,10.995,qmof-14d7a6e_primitive
149.27949999999998,285.15040000000005,641.48,856.8199999999998,5624.0,10776.0,15412.0,8976.0,19.0,42.0,78.0,106.0,130.0,386.0,534.0,424.0,14.5161,36.9124,62.900000000000006,68.94720000000001,2.8561,30.4876,28.713100000000004,64.6425,2304.0,2472.0,4032.0,3672.0,1.0,5.5,7.0,13.5,30.5,80.5,130.5,155.0,2.1904,6.3714,9.028,13.297799999999995,0.0,-8.745000000000001,-5.1599999999999975,-15.435,0.0,212.5,252.0,571.5,0.0,0.0,0.0,0.0,0.0,16.0,15.5,47.0,0.0,3.835,4.26,10.995,qmof-14d7a6e_primitive
262.79560000000004,556.4415999999997,986.8128,1743.9799999999989,4960.0,8848.0,16176.0,21488.0,36.0,80.0,144.0,232.0,224.0,624.0,1040.0,1280.0,25.350800000000003,58.92000000000003,109.19840000000003,155.9336,2.7225,20.064,36.894,53.91374999999999,900.0,840.0,1560.0,3435.0,1.0,4.0,8.0,14.0,16.0,48.0,96.0,148.0,1.7161000000000004,3.93,7.9647999999999985,13.702600000000004,0.0,-5.560000000000001,-9.160000000000002,-9.575000000000005,0.0,92.0,188.0,305.5,0.0,0.0,0.0,0.0,0.0,4.0,8.0,19.0,0.0,2.24,4.4,7.880000000000001,qmof-819df1b_primitive
262.79560000000004,556.4415999999995,986.8128,1743.9799999999984,4960.0,8848.0,16176.0,21488.0,36.0,80.0,144.0,232.0,224.0,624.0,1040.0,1280.0,25.350800000000003,58.92000000000002,109.19840000000003,155.93360000000004,2.7225,20.064,36.894,53.91374999999999,900.0,840.0,1560.0,3435.0,1.0,4.0,8.0,14.0,16.0,48.0,96.0,148.0,1.7161000000000004,3.93,7.9647999999999985,13.702600000000004,0.0,-5.560000000000001,-9.160000000000002,-9.575000000000005,0.0,92.0,188.0,305.5,0.0,0.0,0.0,0.0,0.0,4.0,8.0,19.0,0.0,2.24,4.4,7.880000000000001,qmof-819df1b_primitive
68.4644,111.616,182.1156,190.944,7220.0,8016.0,5612.0,1968.0,9.0,16.0,24.0,24.0,40.0,88.0,80.0,40.0,7.676900000000001,14.9904,20.5752,16.8168,4.0,24.8,20.4,41.36,6400.0,3840.0,1920.0,3200.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,80.0,2.2201,5.1852,4.5892,7.9268,0.0,-4.4,-2.2,-4.68,0.0,272.0,296.0,600.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,2.48,2.88,6.6,qmof-cfad8be_primitive
68.4644,111.616,182.1156,190.944,7220.0,8016.0,5612.0,1968.0,9.0,16.0,24.0,24.0,40.0,88.0,80.0,40.0,7.676900000000001,14.990399999999998,20.575199999999995,16.816799999999997,4.0,24.8,20.4,41.36,6400.0,3840.0,1920.0,3200.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,80.0,2.2201,5.1852,4.5892,7.9268,0.0,-4.4,-2.2,-4.68,0.0,272.0,296.0,600.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,2.48,2.88,6.6,qmof-cfad8be_primitive
126.1238,231.16799999999995,445.99520000000007,511.872,2456.0,4608.0,4928.0,6144.0,14.0,32.0,48.0,64.0,80.0,192.0,256.0,320.0,10.067,24.294400000000003,33.192,42.281600000000005,2.7225,22.704,16.83,39.53399999999999,900.0,960.0,720.0,1680.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,82.66666666666667,1.7161000000000002,3.8252,4.034800000000001,7.86,0.0,-7.159999999999999,-3.6,-10.76,0.0,88.0,96.0,184.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,11.333333333333334,0.0,2.3200000000000003,2.16,4.48,qmof-a7cf6af_primitive
126.1238,231.168,445.9952,511.87200000000007,2456.0,4608.0,4928.0,6144.0,14.0,32.0,48.0,64.0,80.0,192.0,256.0,320.0,10.067,24.294400000000003,33.19199999999999,42.28160000000001,2.7225,22.704,16.83,39.53399999999999,900.0,960.0,720.0,1680.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,82.66666666666667,1.7161000000000002,3.8252,4.034800000000001,7.86,0.0,-7.159999999999999,-3.6,-10.76,0.0,88.0,96.0,184.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,11.333333333333334,0.0,2.3200000000000003,2.16,4.48,qmof-a7cf6af_primitive
126.1238,231.16799999999992,445.9952000000001,511.872,2456.0,4608.0,4928.0,6144.0,14.0,32.0,48.0,64.0,80.0,192.0,256.0,320.0,10.066999999999998,24.294400000000003,33.192,42.281600000000005,2.7225,22.704,16.83,39.53399999999999,900.0,960.0,720.0,1680.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,82.66666666666667,1.7161000000000002,3.8252,4.034800000000001,7.86,0.0,-7.159999999999999,-3.6,-10.76,0.0,88.0,96.0,184.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,11.333333333333334,0.0,2.3200000000000003,2.16,4.48,qmof-a7cf6af_primitive
170.61699999999996,339.25799999999987,735.0027999999999,994.7611999999996,2698.0,5928.0,7744.0,10034.0,20.0,48.0,84.0,126.0,132.0,348.0,528.0,690.0,13.5636,35.216,57.01319999999998,81.07500000000003,2.7225,27.719999999999995,25.245,55.7865,900.0,1170.0,1080.0,2250.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,165.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.370800000000004,0.0,-8.55,-5.4,-14.009999999999998,0.0,111.0,144.0,285.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,27.0,0.0,2.8800000000000003,3.24,7.04,qmof-4b2d1bb_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.7225,22.704,20.79,63.70649999999999,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000002,3.8252,8.174400000000002,11.632800000000003,0.0,-7.16,-2.7,-18.80999999999999,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.62,6.840000000000001,qmof-276e333_primitive
203.7418,392.1599999999999,843.6659999999996,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.3495,44.09200000000001,76.77599999999997,102.5796,2.7225,22.704,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000004,3.8252,8.174400000000002,11.6328,0.0,-7.159999999999998,-2.7,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000006,6.840000000000002,qmof-8ba3a23_primitive
203.7418,392.1599999999999,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.3495,44.09200000000001,76.77599999999997,102.5796,2.7225,22.704,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000004,3.8252,8.174400000000002,11.6328,0.0,-7.159999999999998,-2.7,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000006,6.840000000000002,qmof-8ba3a23_primitive
318.42039999999986,607.0912,1818.1544000000008,2311.6800000000007,2248.0,6592.0,12760.0,15872.0,36.0,88.0,192.0,304.0,280.0,824.0,1480.0,1904.0,22.29920000000001,64.29840000000006,123.6808,176.13440000000003,2.5921000000000003,33.2304,28.690200000000004,71.80600000000001,169.0,624.0,676.0,1352.0,1.0,6.0,8.0,14.0,36.0,84.0,156.0,204.0,1.5876,5.5188,7.988399999999999,13.078800000000005,0.0,-10.98,-4.939999999999999,-22.059999999999995,0.0,30.0,52.0,78.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,50.0,0.0,3.18,3.74,7.260000000000003,qmof-6e9bf4e_primitive
318.42039999999986,607.0912,1818.1544000000008,2311.6800000000003,2248.0,6592.0,12760.0,15872.0,36.0,88.0,192.0,304.0,280.0,824.0,1480.0,1904.0,22.29920000000001,64.29840000000006,123.6808,176.13440000000003,2.5921000000000003,33.2304,28.690200000000004,71.80600000000001,169.0,624.0,676.0,1352.0,1.0,6.0,8.0,14.0,36.0,84.0,156.0,204.0,1.5876,5.5188,7.988399999999999,13.078800000000005,0.0,-10.98,-4.939999999999999,-22.059999999999995,0.0,30.0,52.0,78.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,50.0,0.0,3.18,3.74,7.260000000000003,qmof-6e9bf4e_primitive
126.1238,231.168,445.99520000000007,511.872,2456.0,4608.0,4928.0,6144.0,14.0,32.0,48.0,64.0,80.0,192.0,256.0,320.0,10.066999999999998,24.294400000000003,33.192,42.281600000000005,2.7225,22.704,16.83,39.53399999999999,900.0,960.0,720.0,1680.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,82.66666666666667,1.7161000000000002,3.8252,4.034800000000001,7.86,0.0,-7.159999999999999,-3.6,-10.76,0.0,88.0,96.0,184.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,11.333333333333334,0.0,2.3200000000000003,2.16,4.48,qmof-34b904a_primitive
126.1238,231.168,445.9952,511.87200000000007,2456.0,4608.0,4928.0,6144.0,14.0,32.0,48.0,64.0,80.0,192.0,256.0,320.0,10.067,24.2944,33.192,42.28160000000001,2.7225,22.704,16.83,39.53399999999999,900.0,960.0,720.0,1680.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,82.66666666666667,1.7161000000000002,3.8252,4.034800000000001,7.86,0.0,-7.159999999999999,-3.6,-10.76,0.0,88.0,96.0,184.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,11.333333333333334,0.0,2.3200000000000003,2.16,4.48,qmof-34b904a_primitive
126.1238,231.16800000000003,445.9952,511.8720000000001,2456.0,4608.0,4928.0,6144.0,14.0,32.0,48.0,64.0,80.0,192.0,256.0,320.0,10.067,24.2944,33.19199999999999,42.28160000000001,2.7225,22.704,16.83,39.53399999999999,900.0,960.0,720.0,1680.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,82.66666666666667,1.7161000000000002,3.8252,4.034800000000001,7.86,0.0,-7.159999999999999,-3.6,-10.76,0.0,88.0,96.0,184.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,11.333333333333334,0.0,2.3200000000000003,2.16,4.48,qmof-34b904a_primitive
203.7418,392.1599999999999,843.6659999999996,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.3495,44.092000000000006,76.776,102.5796,2.722499999999999,22.704000000000004,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-9adf032_primitive
203.7418,392.1599999999998,843.6659999999998,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.3495,44.092000000000006,76.77600000000002,102.5796,2.722499999999999,22.704000000000004,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-9adf032_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-9adf032_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-9adf032_primitive
170.617,313.248,672.9867999999999,916.6079999999996,2698.0,5784.0,7408.0,8352.0,20.0,44.0,76.0,112.0,120.0,308.0,428.0,512.0,13.5636,32.84440000000001,52.39319999999999,69.50880000000002,2.7225,27.719999999999995,25.245,59.30099999999999,900.0,1170.0,1080.0,2520.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,150.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.790000000000004,0.0,-8.55,-5.4,-16.14,0.0,111.0,144.0,276.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,30.0,0.0,2.8800000000000003,3.24,6.720000000000001,qmof-a906618_primitive
262.79560000000004,556.4415999999998,986.8127999999996,1743.979999999999,4960.0,8848.0,16176.0,21488.0,36.0,80.0,144.0,232.0,224.0,624.0,1040.0,1280.0,25.350800000000003,58.92000000000003,109.1984,155.93359999999998,2.7225,20.064,36.894,53.62499999999999,900.0,840.0,1560.0,3360.0,1.0,4.0,8.0,14.0,16.0,48.0,96.0,144.0,1.7161000000000002,3.93,7.9648,13.440600000000009,0.0,-5.5600000000000005,-9.160000000000002,-9.400000000000002,0.0,92.0,188.0,308.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,20.0,0.0,2.24,4.4,8.08,qmof-5e5ad16_primitive
98.9324,159.20319999999998,292.248,272.5856,546.0,960.0,1642.0,1536.0,12.0,28.0,36.0,36.0,76.0,208.0,242.0,168.0,9.1068,22.2796,27.55080000000001,23.506,0.9604,13.4848,8.4574,17.610599999999998,9.0,96.0,63.0,126.0,1.0,4.0,4.0,6.0,16.0,40.0,52.0,60.0,1.7689,3.8836,4.8412,5.984999999999999,0.0,-9.84,-4.709999999999999,-12.09,0.0,-20.0,-9.0,-24.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,0.0,2.4000000000000004,1.6800000000000002,3.4800000000000004,qmof-d8ccb16_primitive
98.9324,159.20319999999998,292.24799999999993,272.5856,546.0,960.0,1642.0,1536.0,12.0,28.0,36.0,36.0,76.0,208.0,242.0,168.0,9.1068,22.2796,27.5508,23.506,0.9604,13.4848,8.4574,17.610599999999998,9.0,96.0,63.0,126.0,1.0,4.0,4.0,6.0,16.0,40.0,52.0,60.0,1.7689,3.8836,4.8412,5.984999999999999,0.0,-9.84,-4.709999999999999,-12.09,0.0,-20.0,-9.0,-24.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,0.0,2.4000000000000004,1.6800000000000002,3.4800000000000004,qmof-d8ccb16_primitive
482.65259999999984,1104.727199999999,2987.4215999999983,3943.873199999995,4320.0,12864.0,26088.0,34854.0,66.0,180.0,384.0,570.0,612.0,2064.0,3984.0,4764.0,43.61639999999997,136.1448000000001,277.3823999999998,373.76459999999975,1.7161000000000002,26.5144,27.8244,70.16359999999999,144.0,564.0,1068.0,1200.0,1.0,6.0,10.0,19.0,36.0,114.0,228.0,270.0,1.9321,6.116,12.5239,16.5549,0.0,-12.379999999999995,-8.14,-28.67,0.0,25.0,31.0,128.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,69.0,0.0,3.939999999999999,4.89,14.500000000000002,qmof-691b73e_primitive
